"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.377916333E0,-1.558259583E-1,7.694000244E-2,9.841883698E0,9.843417913E0
6.387865333E0,-1.513352966E-1,7.828720093E-2,9.842033386E0,9.843508137E0
6.397815333E0,-1.550775146E-1,7.170089722E-2,9.847571869E0,9.849053851E0
6.407764333E0,-1.567240906E-1,7.214996338E-2,9.841584320E0,9.843096565E0
6.417713333E0,-1.579216003E-1,7.080276489E-2,9.833950195E0,9.835472978E0
6.427662333E0,-1.513352966E-1,7.065307617E-2,9.839189301E0,9.840606705E0
6.437612333E0,-1.547781372E-1,8.247848511E-2,9.836195526E0,9.837758962E0
6.447561333E0,-1.589694214E-1,7.649093628E-2,9.836943970E0,9.838525743E0
6.457510333E0,-1.574725342E-1,7.574249268E-2,9.838440857E0,9.839992531E0
6.467459333E0,-1.528321838E-1,7.783813477E-2,9.832752686E0,9.834248412E0
6.477409333E0,-1.528321838E-1,7.993377686E-2,9.845775604E0,9.847286141E0
6.487358333E0,-1.552272034E-1,6.676116943E-2,9.846823425E0,9.848273154E0
6.497307333E0,-1.549278259E-1,7.723937988E-2,9.844428406E0,9.845950395E0
6.507256333E0,-1.501377869E-1,7.933502197E-2,9.845775604E0,9.847239849E0
6.517205333E0,-1.609153748E-1,6.945556641E-2,9.832902374E0,9.834464242E0
6.527155333E0,-1.586700439E-1,7.604187012E-2,9.838291168E0,9.839864413E0
6.537104333E0,-1.589694214E-1,8.277786255E-2,9.842332764E0,9.843964531E0
6.547053333E0,-1.534309387E-1,7.858657837E-2,9.841584320E0,9.843093966E0
6.557002333E0,-1.517843628E-1,6.825805664E-2,9.842033386E0,9.843440396E0
6.566952333E0,-1.498384094E-1,7.813751221E-2,9.843679962E0,9.845130381E0
6.576901333E0,-1.583706665E-1,8.113128662E-2,9.847272491E0,9.848880092E0
6.586850333E0,-1.583706665E-1,7.334747314E-2,9.838141479E0,9.839689471E0
6.596799333E0,-1.603166199E-1,7.409591675E-2,9.836644592E0,9.838229945E0
6.606749333E0,-1.571731567E-1,7.694000244E-2,9.847122803E0,9.848677610E0
6.616698333E0,-1.528321838E-1,7.873626709E-2,9.847721558E0,9.849222150E0
6.626647333E0,-1.567240906E-1,8.068222046E-2,9.829908600E0,9.831488959E0
6.636596333E0,-1.532812500E-1,7.559280396E-2,9.834399261E0,9.835884213E0
6.646546333E0,-1.547781372E-1,7.679031372E-2,9.845925293E0,9.847441185E0
6.656495333E0,-1.567240906E-1,6.885681152E-2,9.842931519E0,9.844419972E0
6.666444333E0,-1.556762695E-1,7.110214233E-2,9.836794281E0,9.838282998E0
6.676393333E0,-1.529818726E-1,7.110214233E-2,9.841584320E0,9.843030067E0
6.686342333E0,-1.601669312E-1,7.200027466E-2,9.844877472E0,9.846443516E0
6.696292333E0,-1.552272034E-1,7.394622803E-2,9.834998016E0,9.836500877E0
6.706241333E0,-1.595681763E-1,6.706054688E-2,9.836943970E0,9.838466638E0
6.716190333E0,-1.613644409E-1,7.065307617E-2,9.833800507E0,9.835378119E0
6.726139333E0,-1.456471252E-1,6.735992432E-2,9.834548950E0,9.835858046E0
6.736089333E0,-1.520837402E-1,7.469467163E-2,9.832902374E0,9.834362097E0
6.746038333E0,-1.549278259E-1,7.439529419E-2,9.837243347E0,9.838744532E0
6.755987333E0,-1.471440125E-1,7.214996338E-2,9.842931519E0,9.844295701E0
6.765936333E0,-1.577719116E-1,6.870712280E-2,9.846074982E0,9.847578646E0
6.775886333E0,-1.604663086E-1,7.200027466E-2,9.839039612E0,9.840611463E0
6.785835333E0,-1.559756470E-1,7.574249268E-2,9.832303619E0,9.833832406E0
6.795784333E0,-1.538800049E-1,7.604187012E-2,9.842781830E0,9.844278316E0
6.805733333E0,-1.511856079E-1,7.679031372E-2,9.844278717E0,9.845739043E0
6.815682333E0,-1.601669312E-1,7.125183105E-2,9.851314087E0,9.852873668E0
6.825632333E0,-1.588197327E-1,8.113128662E-2,9.847571869E0,9.849186652E0
6.835581333E0,-1.556762695E-1,7.289840698E-2,9.839788055E0,9.841289461E0
6.845530333E0,-1.585203552E-1,6.810836792E-2,9.846823425E0,9.848334835E0
6.855479333E0,-1.504371643E-1,7.574249268E-2,9.842033386E0,9.843474460E0
6.865429333E0,-1.561253357E-1,7.903564453E-2,9.835746460E0,9.837302993E0
6.875378333E0,-1.619631958E-1,7.140151978E-2,9.848020935E0,9.849611494E0
6.885327333E0,-1.681004333E-1,7.469467163E-2,9.841284943E0,9.843003930E0
6.895276333E0,-1.576222229E-1,8.592132568E-2,9.842033386E0,9.843670475E0
6.905226333E0,-1.585203552E-1,7.080276489E-2,9.834099884E0,9.835632276E0
6.915175333E0,-1.531315613E-1,7.020401001E-2,9.839338989E0,9.840780946E0
6.925124333E0,-1.570234680E-1,7.499404907E-2,9.853110352E0,9.854646827E0
6.935073333E0,-1.526824951E-1,7.828720093E-2,9.848769379E0,9.850263910E0
6.945022333E0,-1.553768921E-1,7.319778442E-2,9.834249573E0,9.835749313E0
6.954972333E0,-1.558259583E-1,7.499404907E-2,9.841135254E0,9.842654567E0
6.964921333E0,-1.547781372E-1,7.200027466E-2,9.835297394E0,9.836778697E0
6.974870333E0,-1.616638184E-1,7.364685059E-2,9.842482452E0,9.844085528E0
6.984819333E0,-1.541793823E-1,7.544311523E-2,9.850415955E0,9.851911359E0
6.994769333E0,-1.603166199E-1,7.319778442E-2,9.840237122E0,9.841815175E0
7.004718333E0,-1.613644409E-1,8.023315430E-2,9.835896149E0,9.837546894E0
7.014667333E0,-1.514849854E-1,7.050338745E-2,9.839937744E0,9.841356270E0
7.024616333E0,-1.528321838E-1,7.170089722E-2,9.846374359E0,9.847821420E0
7.034566333E0,-1.508862305E-1,7.978408813E-2,9.838440857E0,9.839921273E0
7.044515333E0,-1.562750244E-1,7.439529419E-2,9.839039612E0,9.840561825E0
7.054464333E0,-1.522334290E-1,7.289840698E-2,9.835896149E0,9.837344268E0
7.064413333E0,-1.517843628E-1,7.170089722E-2,9.839039612E0,9.840471533E0
7.074362333E0,-1.625619507E-1,8.696914673E-2,9.834698639E0,9.836426553E0
7.084312333E0,-1.591191101E-1,7.304809570E-2,9.836644592E0,9.838202669E0
7.094261333E0,-1.600172424E-1,7.125183105E-2,9.837692413E0,9.839251718E0
7.104210333E0,-1.553768921E-1,7.753875732E-2,9.839638367E0,9.841170531E0
7.114159333E0,-1.571731567E-1,7.604187012E-2,9.835447083E0,9.836996751E0
7.124109333E0,-1.529818726E-1,7.379653931E-2,9.840087433E0,9.841553235E0
7.134058333E0,-1.609153748E-1,7.679031372E-2,9.848320312E0,9.849934187E0
7.144007333E0,-1.568737793E-1,6.900650024E-2,9.840985565E0,9.842477746E0
7.153956333E0,-1.501377869E-1,7.065307617E-2,9.839788055E0,9.841187031E0
7.163906333E0,-1.582209778E-1,7.020401001E-2,9.839788055E0,9.841310454E0
7.173855333E0,-1.471440125E-1,7.140151978E-2,9.840985565E0,9.842344560E0
7.183804333E0,-1.547781372E-1,7.634124756E-2,9.830207977E0,9.831722796E0
7.193753333E0,-1.523831177E-1,8.053253174E-2,9.848170624E0,9.849678712E0
7.203702333E0,-1.624122620E-1,7.005432129E-2,9.846374359E0,9.847962905E0
7.213652333E0,-1.618135071E-1,7.694000244E-2,9.833800507E0,9.835432669E0
7.223601333E0,-1.615141296E-1,7.649093628E-2,9.841584320E0,9.843206775E0
7.233550333E0,-1.561253357E-1,7.664062500E-2,9.838590546E0,9.840127684E0
7.243502833E0,-1.538800049E-1,6.855743408E-2,9.835596771E0,9.837039342E0
7.253452833E0,-1.498384094E-1,6.571334839E-2,9.840087433E0,9.841447580E0
7.263401833E0,-1.531315613E-1,6.780899048E-2,9.832153931E0,9.833580134E0
7.273350833E0,-1.537303162E-1,7.499404907E-2,9.842781830E0,9.844267940E0
7.283299833E0,-1.543290710E-1,8.008346558E-2,9.836644592E0,9.838181115E0
7.293249833E0,-1.495390320E-1,7.289840698E-2,9.841734009E0,9.843139966E0
7.303198833E0,-1.595681763E-1,7.634124756E-2,9.845326538E0,9.846915488E0
7.313147833E0,-1.549278259E-1,7.409591675E-2,9.844578094E0,9.846075903E0
7.323096833E0,-1.544787598E-1,6.870712280E-2,9.838889923E0,9.840342437E0
7.333045833E0,-1.516346741E-1,7.559280396E-2,9.847721558E0,9.849179013E0
7.342995833E0,-1.568737793E-1,6.870712280E-2,9.844578094E0,9.846067637E0
7.352944833E0,-1.612147522E-1,6.975494385E-2,9.843230896E0,9.844798140E0
7.362893833E0,-1.592687988E-1,7.918533325E-2,9.848470001E0,9.850076052E0
7.372842833E0,-1.592687988E-1,7.409591675E-2,9.838440857E0,9.840008905E0
7.382792833E0,-1.559756470E-1,7.604187012E-2,9.845027161E0,9.846556279E0
7.392741833E0,-1.519340515E-1,7.364685059E-2,9.837243347E0,9.838692214E0
7.402690833E0,-1.649569702E-1,7.604187012E-2,9.838440857E0,9.840117462E0
7.412639833E0,-1.555265808E-1,7.214996338E-2,9.843230896E0,9.844723897E0
7.422589833E0,-1.511856079E-1,7.229965210E-2,9.831704865E0,9.833133014E0
7.432538833E0,-1.583706665E-1,7.828720093E-2,9.840237122E0,9.841822837E0
7.442487833E0,-1.576222229E-1,7.589218140E-2,9.838590546E0,9.840145747E0
7.452436833E0,-1.505868530E-1,7.708969116E-2,9.846074982E0,9.847528206E0
7.462385833E0,-1.475930786E-1,7.229965210E-2,9.843829651E0,9.845201529E0
7.472335833E0,-1.537303162E-1,7.858657837E-2,9.834099884E0,9.835615354E0
7.482284833E0,-1.574725342E-1,7.140151978E-2,9.838590546E0,9.840109740E0
7.492233833E0,-1.573228455E-1,7.768844604E-2,9.850116577E0,9.851679174E0
7.502182833E0,-1.552272034E-1,7.319778442E-2,9.834548950E0,9.836046282E0
7.512132833E0,-1.549278259E-1,7.604187012E-2,9.831854553E0,9.833369156E0
7.522081833E0,-1.517843628E-1,7.484436035E-2,9.844278717E0,9.845733270E0
7.532030833E0,-1.540296936E-1,7.170089722E-2,9.844727783E0,9.846193746E0
7.541979833E0,-1.520837402E-1,7.499404907E-2,9.840237122E0,9.841698033E0
7.551928833E0,-1.601669312E-1,6.885681152E-2,9.838440857E0,9.839985427E0
7.561878833E0,-1.547781372E-1,7.963439941E-2,9.848020935E0,9.849559089E0
7.571827833E0,-1.480421448E-1,8.143066406E-2,9.838291168E0,9.839741894E0
7.581776833E0,-1.558259583E-1,7.274871826E-2,9.839189301E0,9.840692059E0
7.591725833E0,-1.598675537E-1,7.185058594E-2,9.834249573E0,9.835811344E0
7.601675833E0,-1.585203552E-1,7.259902954E-2,9.841284943E0,9.842829301E0
7.611624833E0,-1.627116394E-1,8.382568359E-2,9.844278717E0,9.845980159E0
7.621573833E0,-1.478924561E-1,7.065307617E-2,9.841434631E0,9.842799380E0
7.631522833E0,-1.543290710E-1,6.915618896E-2,9.848769379E0,9.850221232E0
7.641472833E0,-1.567240906E-1,8.173004150E-2,9.851463776E0,9.853049313E0
7.651421833E0,-1.534309387E-1,7.469467163E-2,9.840835876E0,9.842315332E0
7.661370833E0,-1.523831177E-1,7.125183105E-2,9.843530273E0,9.844967531E0
7.671319833E0,-1.546284485E-1,7.155120850E-2,9.843081207E0,9.844555713E0
7.681268833E0,-1.490899658E-1,7.035369873E-2,9.847272491E0,9.848652343E0
7.691218833E0,-1.428030396E-1,7.439529419E-2,9.848170624E0,9.849486890E0
7.701167833E0,-1.615141296E-1,7.873626709E-2,9.847571869E0,9.849211031E0
7.711116833E0,-1.559756470E-1,7.319778442E-2,9.843679962E0,9.845187734E0
7.721065833E0,-1.543290710E-1,7.873626709E-2,9.844278717E0,9.845803183E0
7.731015833E0,-1.520837402E-1,8.382568359E-2,9.833650818E0,9.835184015E0
7.740964833E0,-1.544787598E-1,7.843688965E-2,9.840087433E0,9.841612506E0
7.750913833E0,-1.543290710E-1,7.110214233E-2,9.844129028E0,9.845595427E0
7.760862833E0,-1.540296936E-1,7.020401001E-2,9.833800507E0,9.835257300E0
7.770812833E0,-1.585203552E-1,7.394622803E-2,9.841883698E0,9.843437990E0
7.780761833E0,-1.534309387E-1,7.140151978E-2,9.840985565E0,9.842440557E0
7.790710833E0,-1.556762695E-1,7.978408813E-2,9.851912842E0,9.853465748E0
7.800659833E0,-1.648072815E-1,7.589218140E-2,9.846973114E0,9.848644606E0
7.810608833E0,-1.607656860E-1,7.604187012E-2,9.829908600E0,9.831517230E0
7.820558833E0,-1.595681763E-1,8.562194824E-2,9.848170624E0,9.849835418E0
7.830507833E0,-1.564247131E-1,7.304809570E-2,9.840985565E0,9.842499764E0
7.840456833E0,-1.556762695E-1,7.529342651E-2,9.833800507E0,9.835320869E0
7.850405833E0,-1.681004333E-1,7.349716187E-2,9.846673737E0,9.848382774E0
7.860355833E0,-1.655557251E-1,8.008346558E-2,9.844278717E0,9.845996421E0
7.870304833E0,-1.522334290E-1,7.035369873E-2,9.839488678E0,9.840917747E0
7.880253833E0,-1.508862305E-1,6.825805664E-2,9.834099884E0,9.835494210E0
7.890202833E0,-1.574725342E-1,7.229965210E-2,9.853409729E0,9.854933187E0
7.900152833E0,-1.504371643E-1,7.125183105E-2,9.842183075E0,9.843590597E0
7.910101833E0,-1.538800049E-1,6.750961304E-2,9.843081207E0,9.844515440E0
7.920050833E0,-1.598675537E-1,7.140151978E-2,9.843380585E0,9.844937641E0
7.929999833E0,-1.549278259E-1,6.975494385E-2,9.845925293E0,9.847391190E0
7.939948833E0,-1.559756470E-1,7.289840698E-2,9.837393036E0,9.838899548E0
7.949898833E0,-1.565744019E-1,6.855743408E-2,9.848020935E0,9.849504150E0
7.959847833E0,-1.600172424E-1,7.813751221E-2,9.841434631E0,9.843045595E0
7.969796833E0,-1.553768921E-1,7.005432129E-2,9.836943970E0,9.838420414E0
7.979745833E0,-1.585203552E-1,7.274871826E-2,9.837093658E0,9.838639780E0
7.989695833E0,-1.609153748E-1,8.337661743E-2,9.845775604E0,9.847443458E0
7.999644833E0,-1.495390320E-1,7.813751221E-2,9.842781830E0,9.844227829E0
8.009593833E0,-1.477427673E-1,7.155120850E-2,9.842931519E0,9.844300299E0
8.019542833E0,-1.469943237E-1,7.140151978E-2,9.840237122E0,9.841593983E0
8.029491833E0,-1.561253357E-1,8.262817383E-2,9.840835876E0,9.842421109E0
8.039441833E0,-1.526824951E-1,7.604187012E-2,9.840985565E0,9.842463676E0
8.049390833E0,-1.498384094E-1,6.436614990E-2,9.835147705E0,9.836499628E0
8.059339833E0,-1.517843628E-1,7.813751221E-2,9.847272491E0,9.848752179E0
8.069288833E0,-1.531315613E-1,6.750961304E-2,9.838291168E0,9.839714423E0
8.079238833E0,-1.475930786E-1,7.738906860E-2,9.842931519E0,9.844342216E0
8.089187833E0,-1.556762695E-1,7.843688965E-2,9.836943970E0,9.838488406E0
8.099136833E0,-1.544787598E-1,7.918533325E-2,9.838889923E0,9.840421176E0
8.109085833E0,-1.574725342E-1,7.529342651E-2,9.832453308E0,9.834002479E0
8.119035833E0,-1.568737793E-1,7.499404907E-2,9.833650818E0,9.835187944E0
8.128984833E0,-1.618135071E-1,7.798782349E-2,9.839488678E0,9.841128144E0
8.138933833E0,-1.559756470E-1,7.200027466E-2,9.837542725E0,9.839042601E0
8.148882833E0,-1.508862305E-1,7.469467163E-2,9.844877472E0,9.846316996E0
8.158831833E0,-1.549278259E-1,7.424560547E-2,9.845326538E0,9.846825361E0
8.168781833E0,-1.523831177E-1,7.424560547E-2,9.845625916E0,9.847084985E0
8.178730833E0,-1.579216003E-1,7.469467163E-2,9.834698639E0,9.836250091E0
8.188679833E0,-1.574725342E-1,7.694000244E-2,9.845625916E0,9.847185742E0
8.198628833E0,-1.537303162E-1,6.825805664E-2,9.840686188E0,9.842123593E0
8.208578833E0,-1.604663086E-1,7.409591675E-2,9.847871246E0,9.849457230E0
8.218527833E0,-1.490899658E-1,6.765930176E-2,9.845027161E0,9.846388444E0
8.228476833E0,-1.625619507E-1,6.930587769E-2,9.844727783E0,9.846313768E0
8.238425833E0,-1.586700439E-1,7.873626709E-2,9.846374359E0,9.847967486E0
8.248375583E0,-1.637594604E-1,7.484436035E-2,9.834099884E0,9.835748033E0
8.258324583E0,-1.564247131E-1,7.394622803E-2,9.845176849E0,9.846697108E0
8.268273583E0,-1.447489929E-1,7.604187012E-2,9.845625916E0,9.846983513E0
8.278222583E0,-1.535806274E-1,7.708969116E-2,9.842931519E0,9.844431457E0
8.288171583E0,-1.571731567E-1,7.379653931E-2,9.839338989E0,9.840870951E0
8.298121583E0,-1.604663086E-1,8.128097534E-2,9.825567627E0,9.827214011E0
8.308070583E0,-1.589694214E-1,6.780899048E-2,9.843530273E0,9.845047363E0
8.318019583E0,-1.586700439E-1,7.125183105E-2,9.842033386E0,9.843570195E0
8.327968583E0,-1.480421448E-1,7.529342651E-2,9.835896149E0,9.837298340E0
8.337918583E0,-1.487905884E-1,7.005432129E-2,9.834848328E0,9.836223253E0
8.347867583E0,-1.606159973E-1,7.514373779E-2,9.848320312E0,9.849916602E0
8.357816583E0,-1.625619507E-1,7.140151978E-2,9.848919067E0,9.850519345E0
8.367765583E0,-1.508862305E-1,6.451583862E-2,9.838291168E0,9.839659652E0
8.377715583E0,-1.594184875E-1,7.948471069E-2,9.847871246E0,9.849482228E0
8.387664583E0,-1.586700439E-1,7.304809570E-2,9.839488678E0,9.841039053E0
8.397613583E0,-1.534309387E-1,7.439529419E-2,9.839488678E0,9.840966068E0
8.407562583E0,-1.523831177E-1,7.888595581E-2,9.833950195E0,9.835447120E0
8.417511583E0,-1.607656860E-1,7.619155884E-2,9.834099884E0,9.835708988E0
8.427461583E0,-1.634600830E-1,6.691085815E-2,9.844129028E0,9.845713412E0
8.437410583E0,-1.601669312E-1,7.274871826E-2,9.837842102E0,9.839414772E0
8.447359583E0,-1.640588379E-1,7.529342651E-2,9.839937744E0,9.841593327E0
8.457308583E0,-1.573228455E-1,7.649093628E-2,9.842033386E0,9.843587888E0
8.467258583E0,-1.553768921E-1,7.499404907E-2,9.845326538E0,9.846838108E0
8.477207583E0,-1.580712891E-1,7.349716187E-2,9.843230896E0,9.844774392E0
8.487156583E0,-1.517843628E-1,6.721023560E-2,9.853110352E0,9.854508578E0
8.497105583E0,-1.568737793E-1,7.229965210E-2,9.839338989E0,9.840855063E0
8.507055583E0,-1.657054138E-1,7.304809570E-2,9.830657043E0,9.832324863E0
8.517004583E0,-1.589694214E-1,6.915618896E-2,9.838889923E0,9.840417104E0
8.526953583E0,-1.499880981E-1,6.870712280E-2,9.832453308E0,9.833837255E0
8.536902583E0,-1.571731567E-1,6.915618896E-2,9.834698639E0,9.836197604E0
8.546851583E0,-1.520837402E-1,7.753875732E-2,9.839488678E0,9.840969422E0
8.556801583E0,-1.639091492E-1,6.900650024E-2,9.837393036E0,9.839000450E0
8.566750583E0,-1.673519897E-1,7.694000244E-2,9.839937744E0,9.841661509E0
8.576699583E0,-1.544787598E-1,7.020401001E-2,9.842632141E0,9.844094664E0
8.586648583E0,-1.642085266E-1,7.200027466E-2,9.839189301E0,9.840822860E0
8.596598583E0,-1.588197327E-1,7.933502197E-2,9.834698639E0,9.836300884E0
8.606547583E0,-1.565744019E-1,8.053253174E-2,9.843380585E0,9.844955173E0
8.616496583E0,-1.558259583E-1,7.679031372E-2,9.841734009E0,9.843267079E0
8.626445583E0,-1.559756470E-1,7.200027466E-2,9.841883698E0,9.843382912E0
8.636394583E0,-1.550775146E-1,7.229965210E-2,9.834548950E0,9.836037278E0
8.646344583E0,-1.651066589E-1,7.259902954E-2,9.837393036E0,9.839046324E0
8.656293583E0,-1.600172424E-1,6.900650024E-2,9.836644592E0,9.838188057E0
8.666242583E0,-1.525328064E-1,7.244934082E-2,9.841734009E0,9.843182588E0
8.676191583E0,-1.628613281E-1,6.691085815E-2,9.838590546E0,9.840165893E0
8.686141583E0,-1.591191101E-1,7.559280396E-2,9.838740234E0,9.840317198E0
8.696090583E0,-1.516346741E-1,7.484436035E-2,9.843380585E0,9.844832964E0
8.706039583E0,-1.610650635E-1,6.571334839E-2,9.842033386E0,9.843570560E0
8.715988583E0,-1.570234680E-1,7.155120850E-2,9.835596771E0,9.837110337E0
8.725938583E0,-1.531315613E-1,7.140151978E-2,9.842332764E0,9.843782895E0
8.735887583E0,-1.552272034E-1,7.214996338E-2,9.842781830E0,9.844270174E0
8.745836583E0,-1.471440125E-1,7.125183105E-2,9.843979340E0,9.845336836E0
8.755785583E0,-1.471440125E-1,7.753875732E-2,9.848020935E0,9.849425362E0
8.765735583E0,-1.553768921E-1,7.125183105E-2,9.830806732E0,9.832292704E0
8.775684583E0,-1.510359192E-1,8.128097534E-2,9.837393036E0,9.838888158E0
8.785633583E0,-1.591191101E-1,7.544311523E-2,9.839788055E0,9.841363703E0
8.795582583E0,-1.592687988E-1,7.035369873E-2,9.833201752E0,9.834743153E0
8.805531583E0,-1.586700439E-1,7.439529419E-2,9.841883698E0,9.843443785E0
8.815481583E0,-1.544787598E-1,7.903564453E-2,9.845476227E0,9.847005253E0
8.825430583E0,-1.633103943E-1,7.349716187E-2,9.842183075E0,9.843812259E0
8.835379583E0,-1.607656860E-1,6.990463257E-2,9.833650818E0,9.835213301E0
8.845328583E0,-1.610650635E-1,7.364685059E-2,9.836943970E0,9.838538127E0
8.855278583E0,-1.586700439E-1,7.364685059E-2,9.844877472E0,9.846431459E0
8.865227583E0,-1.541793823E-1,6.780899048E-2,9.834998016E0,9.836440175E0
8.875176583E0,-1.520837402E-1,7.125183105E-2,9.844278717E0,9.845711236E0
8.885125583E0,-1.520837402E-1,7.499404907E-2,9.843979340E0,9.845439696E0
8.895075583E0,-1.601669312E-1,7.873626709E-2,9.842332764E0,9.843950786E0
8.905024583E0,-1.531315613E-1,7.484436035E-2,9.829010468E0,9.830488173E0
8.914973583E0,-1.528321838E-1,6.840774536E-2,9.835447083E0,9.836872298E0
8.924922583E0,-1.501377869E-1,7.619155884E-2,9.851912842E0,9.853351366E0
8.934871583E0,-1.589694214E-1,7.589218140E-2,9.838590546E0,9.840167419E0
8.944821583E0,-1.667532349E-1,7.364685059E-2,9.834548950E0,9.836238283E0
8.954770583E0,-1.585203552E-1,7.559280396E-2,9.841135254E0,9.842702173E0
8.964719583E0,-1.648072815E-1,7.379653931E-2,9.842632141E0,9.844288437E0
8.974668583E0,-1.595681763E-1,7.214996338E-2,9.853260040E0,9.854816134E0
8.984618583E0,-1.585203552E-1,7.484436035E-2,9.843230896E0,9.844791763E0
8.994567583E0,-1.597178650E-1,7.589218140E-2,9.838889923E0,9.840478867E0
9.004516583E0,-1.552272034E-1,7.529342651E-2,9.837991791E0,9.839504411E0
9.014465583E0,-1.565744019E-1,7.679031372E-2,9.846074982E0,9.847619247E0
9.024415583E0,-1.552272034E-1,8.038284302E-2,9.845625916E0,9.847177593E0
9.034364583E0,-1.431024170E-1,7.843688965E-2,9.843530273E0,9.844882879E0
9.044313583E0,-1.580712891E-1,6.780899048E-2,9.838440857E0,9.839944262E0
9.054262583E0,-1.431024170E-1,7.095245361E-2,9.847272491E0,9.848567818E0
9.064211583E0,-1.480421448E-1,7.364685059E-2,9.839488678E0,9.840877897E0
9.074161583E0,-1.523831177E-1,7.753875732E-2,9.839039612E0,9.840525055E0
9.084110583E0,-1.619631958E-1,7.963439941E-2,9.834698639E0,9.836354560E0
9.094059583E0,-1.526824951E-1,7.694000244E-2,9.844428406E0,9.845912977E0
9.104008583E0,-1.541793823E-1,7.259902954E-2,9.837692413E0,9.839168355E0
9.113958583E0,-1.538800049E-1,8.068222046E-2,9.840835876E0,9.842369604E0
9.123907583E0,-1.564247131E-1,7.708969116E-2,9.844877472E0,9.846421886E0
9.133856583E0,-1.628613281E-1,7.080276489E-2,9.840835876E0,9.842438092E0
9.143805583E0,-1.586700439E-1,7.783813477E-2,9.839638367E0,9.841225439E0
9.153755583E0,-1.568737793E-1,8.068222046E-2,9.837991791E0,9.839573237E0
9.163704583E0,-1.573228455E-1,7.544311523E-2,9.836943970E0,9.838491185E0
9.173653583E0,-1.573228455E-1,7.065307617E-2,9.836195526E0,9.837707292E0
9.183602583E0,-1.547781372E-1,8.412506104E-2,9.840386810E0,9.841963517E0
9.193551583E0,-1.540296936E-1,7.200027466E-2,9.838590546E0,9.840059609E0
9.203501583E0,-1.526824951E-1,7.319778442E-2,9.837393036E0,9.838850116E0
9.213450583E0,-1.580712891E-1,7.514373779E-2,9.833351440E0,9.834908930E0
9.223399583E0,-1.567240906E-1,6.900650024E-2,9.845326538E0,9.846815677E0
9.233348583E0,-1.579216003E-1,7.409591675E-2,9.837542725E0,9.839089200E0
9.243298583E0,-1.603166199E-1,7.364685059E-2,9.845476227E0,9.847056789E0
9.253244333E0,-1.568737793E-1,6.990463257E-2,9.845925293E0,9.847423060E0
9.263193333E0,-1.544787598E-1,7.843688965E-2,9.838590546E0,9.840115851E0
9.273142333E0,-1.532812500E-1,7.110214233E-2,9.847422180E0,9.848871725E0
9.283092333E0,-1.570234680E-1,7.559280396E-2,9.838141479E0,9.839684874E0
9.293041333E0,-1.543290710E-1,7.379653931E-2,9.836494904E0,9.837982282E0
9.302990333E0,-1.561253357E-1,6.930587769E-2,9.838141479E0,9.839624291E0
9.312939333E0,-1.555265808E-1,6.975494385E-2,9.835297394E0,9.836774324E0
9.322888333E0,-1.529818726E-1,7.828720093E-2,9.833650818E0,9.835152299E0
9.332838333E0,-1.526824951E-1,7.559280396E-2,9.832453308E0,9.833929239E0
9.342787333E0,-1.511856079E-1,7.229965210E-2,9.837692413E0,9.839119694E0
9.352736333E0,-1.522334290E-1,7.529342651E-2,9.839788055E0,9.841253634E0
9.362685333E0,-1.580712891E-1,7.559280396E-2,9.840087433E0,9.841647296E0
9.372635333E0,-1.570234680E-1,6.960525513E-2,9.842931519E0,9.844430006E0
9.382584333E0,-1.496887207E-1,7.738906860E-2,9.845027161E0,9.846469193E0
9.392533333E0,-1.573228455E-1,7.694000244E-2,9.828411713E0,9.829971874E0
9.402482333E0,-1.592687988E-1,7.259902954E-2,9.840686188E0,9.842242723E0
9.412432333E0,-1.600172424E-1,7.649093628E-2,9.840835876E0,9.842434004E0
9.422381333E0,-1.585203552E-1,7.334747314E-2,9.843380585E0,9.844930162E0
9.432330333E0,-1.505868530E-1,6.616241455E-2,9.836794281E0,9.838169321E0
9.442279333E0,-1.564247131E-1,7.738906860E-2,9.836345215E0,9.837893318E0
9.452229333E0,-1.474433899E-1,7.394622803E-2,9.843679962E0,9.845061848E0
9.462178333E0,-1.573228455E-1,6.601272583E-2,9.841883698E0,9.843362376E0
9.472127333E0,-1.574725342E-1,7.858657837E-2,9.846374359E0,9.847947069E0
9.482076333E0,-1.540296936E-1,7.514373779E-2,9.841584320E0,9.843076433E0
9.492025333E0,-1.504371643E-1,7.274871826E-2,9.833201752E0,9.834621518E0
9.501975333E0,-1.483415222E-1,7.813751221E-2,9.833800507E0,9.835229691E0
9.511924333E0,-1.547781372E-1,7.394622803E-2,9.838291168E0,9.839786452E0
9.521873333E0,-1.652563477E-1,6.960525513E-2,9.848320312E0,9.849952666E0
9.531822333E0,-1.585203552E-1,6.900650024E-2,9.845476227E0,9.846994096E0
9.541772333E0,-1.552272034E-1,6.975494385E-2,9.841434631E0,9.842905914E0
9.551721333E0,-1.595681763E-1,7.229965210E-2,9.836943970E0,9.838503743E0
9.561670333E0,-1.547781372E-1,7.274871826E-2,9.834099884E0,9.835586875E0
9.571619333E0,-1.627116394E-1,7.649093628E-2,9.837542725E0,9.839185576E0
9.581569333E0,-1.603166199E-1,7.649093628E-2,9.842781830E0,9.844384513E0
9.591518333E0,-1.583706665E-1,7.649093628E-2,9.844129028E0,9.845699998E0
