"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.601467333E0,-1.553768921E-1,7.738906860E-2,9.844428406E0,9.845958647E0
9.611416333E0,-1.633103943E-1,7.274871826E-2,9.852062531E0,9.853684527E0
9.621365333E0,-1.580712891E-1,7.574249268E-2,9.848320312E0,9.849880021E0
9.631315333E0,-1.514849854E-1,7.514373779E-2,9.843979340E0,9.845431607E0
9.641264333E0,-1.576222229E-1,7.574249268E-2,9.836494904E0,9.838049282E0
9.651213333E0,-1.610650635E-1,7.140151978E-2,9.838740234E0,9.840317552E0
9.661162333E0,-1.604663086E-1,7.170089722E-2,9.849966888E0,9.851534812E0
9.671112333E0,-1.502874756E-1,7.349716187E-2,9.849068756E0,9.850489507E0
9.681061333E0,-1.438508606E-1,7.484436035E-2,9.847721558E0,9.849056535E0
9.691010333E0,-1.559756470E-1,6.481521606E-2,9.856253815E0,9.857700983E0
9.700959333E0,-1.474433899E-1,7.364685059E-2,9.832752686E0,9.834133861E0
9.710909333E0,-1.499880981E-1,6.915618896E-2,9.833650818E0,9.835037743E0
9.720858333E0,-1.564247131E-1,7.095245361E-2,9.838440857E0,9.839940113E0
9.730807333E0,-1.541793823E-1,8.098159790E-2,9.841434631E0,9.842975409E0
9.740756333E0,-1.592687988E-1,6.930587769E-2,9.839488678E0,9.841021659E0
9.750705333E0,-1.549278259E-1,7.065307617E-2,9.838291168E0,9.839764611E0
9.760655333E0,-1.658551025E-1,7.604187012E-2,9.839788055E0,9.841479526E0
9.770604333E0,-1.525328064E-1,6.721023560E-2,9.843679962E0,9.845091095E0
9.780553333E0,-1.543290710E-1,7.499404907E-2,9.836045837E0,9.837542340E0
9.790502333E0,-1.591191101E-1,7.065307617E-2,9.843380585E0,9.844920116E0
9.800452333E0,-1.606159973E-1,6.840774536E-2,9.848020935E0,9.849568186E0
9.810401333E0,-1.547781372E-1,7.723937988E-2,9.848170624E0,9.849689682E0
9.820350333E0,-1.588197327E-1,7.050338745E-2,9.839638367E0,9.841172574E0
9.830299333E0,-1.622625732E-1,7.394622803E-2,9.845476227E0,9.847090906E0
9.840248333E0,-1.549278259E-1,7.948471069E-2,9.843829651E0,9.845369604E0
9.850198333E0,-1.505868530E-1,7.544311523E-2,9.840835876E0,9.842277115E0
9.860147333E0,-1.535806274E-1,7.708969116E-2,9.848919067E0,9.850418094E0
9.870096333E0,-1.601669312E-1,7.050338745E-2,9.848170624E0,9.849725316E0
9.880045333E0,-1.610650635E-1,7.918533325E-2,9.854607239E0,9.856241479E0
9.889995333E0,-1.618135071E-1,7.828720093E-2,9.833800507E0,9.835443300E0
9.899944333E0,-1.576222229E-1,8.128097534E-2,9.846374359E0,9.847971333E0
9.909893333E0,-1.636097717E-1,7.559280396E-2,9.838141479E0,9.839792183E0
9.919842333E0,-1.556762695E-1,6.990463257E-2,9.833201752E0,9.834682427E0
9.929792333E0,-1.517843628E-1,7.679031372E-2,9.838740234E0,9.840210600E0
9.939741333E0,-1.540296936E-1,7.529342651E-2,9.850865021E0,9.852356870E0
9.949690333E0,-1.526824951E-1,6.496490479E-2,9.841434631E0,9.842833331E0
9.959639333E0,-1.532812500E-1,7.035369873E-2,9.833201752E0,9.834648010E0
9.969588333E0,-1.610650635E-1,7.080276489E-2,9.846074982E0,9.847646802E0
9.979538333E0,-1.652563477E-1,7.379653931E-2,9.843679962E0,9.845343609E0
9.989487333E0,-1.466949463E-1,7.993377686E-2,9.834548950E0,9.835967765E0
9.999436333E0,-1.597178650E-1,7.873626709E-2,9.841284943E0,9.842895840E0
1.000938533E1,-1.631607056E-1,7.364685059E-2,9.842183075E0,9.843810896E0
1.001933533E1,-1.574725342E-1,7.723937988E-2,9.843230896E0,9.844793446E0
1.002928433E1,-1.517843628E-1,7.170089722E-2,9.830657043E0,9.832090186E0
1.003923333E1,-1.505868530E-1,6.855743408E-2,9.839039612E0,9.840430733E0
1.004918233E1,-1.541793823E-1,7.813751221E-2,9.838740234E0,9.840258439E0
1.005913233E1,-1.535806274E-1,8.202941895E-2,9.841584320E0,9.843124390E0
1.006908133E1,-1.534309387E-1,7.708969116E-2,9.844129028E0,9.845626450E0
1.007903033E1,-1.413061523E-1,7.289840698E-2,9.839937744E0,9.841222303E0
1.008897933E1,-1.601669312E-1,7.364685059E-2,9.839338989E0,9.840918100E0
1.009892833E1,-1.639091492E-1,6.915618896E-2,9.838889923E0,9.840498143E0
1.010887833E1,-1.612147522E-1,6.721023560E-2,9.844278717E0,9.845828095E0
1.011882733E1,-1.595681763E-1,7.005432129E-2,9.837393036E0,9.838936495E0
1.012877633E1,-1.630110168E-1,7.185058594E-2,9.841734009E0,9.843346148E0
1.013872533E1,-1.546284485E-1,7.229965210E-2,9.840087433E0,9.841567857E0
1.014867533E1,-1.516346741E-1,7.664062500E-2,9.843679962E0,9.845146117E0
1.015862433E1,-1.513352966E-1,7.394622803E-2,9.836045837E0,9.837487897E0
1.016857333E1,-1.553768921E-1,7.768844604E-2,9.840237122E0,9.841770373E0
1.017852233E1,-1.619631958E-1,7.424560547E-2,9.834698639E0,9.836312409E0
1.018847133E1,-1.595681763E-1,7.319778442E-2,9.848769379E0,9.850333913E0
1.019842133E1,-1.538800049E-1,7.155120850E-2,9.844727783E0,9.846190317E0
1.020837033E1,-1.558259583E-1,6.915618896E-2,9.840237122E0,9.841713820E0
1.021831933E1,-1.627116394E-1,6.900650024E-2,9.839788055E0,9.841375206E0
1.022826833E1,-1.618135071E-1,6.556365967E-2,9.845775604E0,9.847323466E0
1.023821833E1,-1.517843628E-1,6.750961304E-2,9.842033386E0,9.843435235E0
1.024816696E1,-1.561253357E-1,7.933502197E-2,9.844129028E0,9.845686644E0
1.025811596E1,-1.574725342E-1,8.113128662E-2,9.832602997E0,9.834198573E0
1.026806496E1,-1.486408997E-1,7.454498291E-2,9.840536499E0,9.841941356E0
1.027801496E1,-1.577719116E-1,8.217910767E-2,9.837093658E0,9.838701999E0
1.028796396E1,-1.585203552E-1,8.038284302E-2,9.846673737E0,9.848277706E0
1.029791296E1,-1.544787598E-1,8.517288208E-2,9.839788055E0,9.841369167E0
1.030786196E1,-1.574725342E-1,7.065307617E-2,9.842033386E0,9.843546649E0
1.031781096E1,-1.603166199E-1,7.813751221E-2,9.837842102E0,9.839458527E0
1.032776096E1,-1.583706665E-1,6.691085815E-2,9.834249573E0,9.835752284E0
1.033770996E1,-1.529818726E-1,7.020401001E-2,9.843530273E0,9.844969289E0
1.034765896E1,-1.492396545E-1,7.185058594E-2,9.846074982E0,9.847468077E0
1.035760796E1,-1.616638184E-1,6.855743408E-2,9.837991791E0,9.839558821E0
1.036755796E1,-1.574725342E-1,7.259902954E-2,9.840536499E0,9.842064154E0
1.037750696E1,-1.565744019E-1,7.110214233E-2,9.843979340E0,9.845481212E0
1.038745596E1,-1.532812500E-1,6.795867920E-2,9.848919067E0,9.850346203E0
1.039740496E1,-1.619631958E-1,8.038284302E-2,9.845326538E0,9.846986753E0
1.040735496E1,-1.501377869E-1,7.664062500E-2,9.835147705E0,9.836592170E0
1.041730396E1,-1.543290710E-1,7.289840698E-2,9.843081207E0,9.844560899E0
1.042725296E1,-1.607656860E-1,7.619155884E-2,9.841434631E0,9.843042536E0
1.043720196E1,-1.594184875E-1,6.795867920E-2,9.842332764E0,9.843858332E0
1.044715096E1,-1.565744019E-1,7.813751221E-2,9.844129028E0,9.845684199E0
1.045710096E1,-1.571731567E-1,7.214996338E-2,9.842033386E0,9.843552722E0
1.046704996E1,-1.538800049E-1,7.424560547E-2,9.849817200E0,9.851298916E0
1.047699896E1,-1.571731567E-1,7.020401001E-2,9.838141479E0,9.839647340E0
1.048694796E1,-1.549278259E-1,7.484436035E-2,9.839189301E0,9.840693594E0
1.049689796E1,-1.604663086E-1,7.589218140E-2,9.840985565E0,9.842586345E0
1.050684696E1,-1.613644409E-1,6.631210327E-2,9.842781830E0,9.844327805E0
1.051679596E1,-1.543290710E-1,7.095245361E-2,9.832303619E0,9.833770700E0
1.052674496E1,-1.519340515E-1,7.050338745E-2,9.832752686E0,9.834179176E0
1.053669396E1,-1.574725342E-1,7.679031372E-2,9.846973114E0,9.848531559E0
1.054664396E1,-1.525328064E-1,8.427474976E-2,9.840237122E0,9.841780078E0
1.055659296E1,-1.580712891E-1,7.200027466E-2,9.842183075E0,9.843715673E0
1.056654196E1,-1.501377869E-1,6.945556641E-2,9.837542725E0,9.838933493E0
1.057649096E1,-1.498384094E-1,7.679031372E-2,9.837692413E0,9.839133108E0
1.058644096E1,-1.437011719E-1,6.676116943E-2,9.841584320E0,9.842859798E0
1.059638996E1,-1.603166199E-1,7.753875732E-2,9.843230896E0,9.844841703E0
1.060633896E1,-1.493893433E-1,7.813751221E-2,9.839788055E0,9.841232221E0
1.061628796E1,-1.541793823E-1,7.529342651E-2,9.841135254E0,9.842630922E0
1.062623796E1,-1.573228455E-1,7.170089722E-2,9.842033386E0,9.843551832E0
1.063618696E1,-1.493893433E-1,7.559280396E-2,9.844578094E0,9.846001691E0
1.064613596E1,-1.621128845E-1,6.765930176E-2,9.850415955E0,9.851982179E0
1.065608496E1,-1.588197327E-1,7.289840698E-2,9.850865021E0,9.852414909E0
1.066603396E1,-1.534309387E-1,7.244934082E-2,9.844278717E0,9.845740877E0
1.067598396E1,-1.487905884E-1,7.424560547E-2,9.845326538E0,9.846730711E0
1.068593296E1,-1.570234680E-1,8.068222046E-2,9.840087433E0,9.841670929E0
1.069588196E1,-1.594184875E-1,7.304809570E-2,9.836794281E0,9.838357180E0
1.070583096E1,-1.556762695E-1,7.155120850E-2,9.838740234E0,9.840231912E0
1.071578096E1,-1.619631958E-1,7.035369873E-2,9.836345215E0,9.837930113E0
1.072572996E1,-1.597178650E-1,7.529342651E-2,9.835447083E0,9.837031982E0
1.073567896E1,-1.541793823E-1,7.364685059E-2,9.837542725E0,9.839026476E0
1.074562796E1,-1.618135071E-1,7.214996338E-2,9.837692413E0,9.839287639E0
1.075557696E1,-1.624122620E-1,7.978408813E-2,9.828561401E0,9.830226979E0
1.076552696E1,-1.552272034E-1,7.379653931E-2,9.838889923E0,9.840391066E0
1.077547596E1,-1.553768921E-1,7.170089722E-2,9.847871246E0,9.849357902E0
1.078542496E1,-1.540296936E-1,6.691085815E-2,9.845775604E0,9.847207699E0
1.079537396E1,-1.592687988E-1,7.065307617E-2,9.849368134E0,9.850909148E0
1.080532396E1,-1.543290710E-1,7.469467163E-2,9.847571869E0,9.849064345E0
1.081527296E1,-1.615141296E-1,7.454498291E-2,9.839788055E0,9.841395874E0
1.082522196E1,-1.519340515E-1,7.394622803E-2,9.845476227E0,9.846926126E0
1.083517096E1,-1.616638184E-1,7.634124756E-2,9.836494904E0,9.838119493E0
1.084511996E1,-1.499880981E-1,8.247848511E-2,9.836045837E0,9.837535100E0
1.085506996E1,-1.585203552E-1,6.900650024E-2,9.837393036E0,9.838912152E0
1.086501896E1,-1.586700439E-1,7.813751221E-2,9.840686188E0,9.842275463E0
1.087496796E1,-1.502874756E-1,7.289840698E-2,9.838590546E0,9.840008355E0
1.088491696E1,-1.585203552E-1,7.334747314E-2,9.843530273E0,9.845079827E0
1.089486696E1,-1.520837402E-1,7.768844604E-2,9.849218445E0,9.850698906E0
1.090481596E1,-1.511856079E-1,7.125183105E-2,9.840536499E0,9.841955725E0
1.091476496E1,-1.633103943E-1,7.200027466E-2,9.846524048E0,9.848141457E0
1.092471396E1,-1.568737793E-1,7.634124756E-2,9.839488678E0,9.841035251E0
1.093466396E1,-1.511856079E-1,7.514373779E-2,9.838291168E0,9.839739670E0
1.094461296E1,-1.544787598E-1,7.978408813E-2,9.842332764E0,9.843868316E0
1.095456196E1,-1.573228455E-1,7.005432129E-2,9.842332764E0,9.843839308E0
1.096451096E1,-1.594184875E-1,7.753875732E-2,9.841284943E0,9.842881480E0
1.097445996E1,-1.579216003E-1,6.945556641E-2,9.841434631E0,9.842946658E0
1.098440996E1,-1.580712891E-1,7.259902954E-2,9.836943970E0,9.838481784E0
1.099435896E1,-1.567240906E-1,7.035369873E-2,9.836195526E0,9.837695589E0
1.100430796E1,-1.550775146E-1,7.289840698E-2,9.837991791E0,9.839484015E0
1.101425696E1,-1.592687988E-1,7.155120850E-2,9.839189301E0,9.840738398E0
1.102420596E1,-1.528321838E-1,8.158035278E-2,9.850865021E0,9.852388273E0
1.103415596E1,-1.501377869E-1,7.738906860E-2,9.844428406E0,9.845877364E0
1.104410496E1,-1.573228455E-1,7.574249268E-2,9.832752686E0,9.834302862E0
1.105405396E1,-1.535806274E-1,7.679031372E-2,9.832602997E0,9.834102168E0
1.106400296E1,-1.589694214E-1,6.750961304E-2,9.836943970E0,9.838460016E0
1.107395296E1,-1.597178650E-1,7.379653931E-2,9.844578094E0,9.846150191E0
1.108390196E1,-1.567240906E-1,7.349716187E-2,9.840835876E0,9.842358204E0
1.109385096E1,-1.616638184E-1,8.128097534E-2,9.845625916E0,9.847288533E0
1.110379996E1,-1.612147522E-1,6.765930176E-2,9.840237122E0,9.841790212E0
1.111374996E1,-1.570234680E-1,7.409591675E-2,9.841584320E0,9.843115792E0
1.112369896E1,-1.598675537E-1,7.170089722E-2,9.836494904E0,9.838055227E0
1.113364796E1,-1.558259583E-1,7.604187012E-2,9.843829651E0,9.845356585E0
1.114359696E1,-1.573228455E-1,7.364685059E-2,9.839338989E0,9.840872222E0
1.115354596E1,-1.517843628E-1,7.888595581E-2,9.841883698E0,9.843370165E0
1.116349596E1,-1.544787598E-1,6.721023560E-2,9.835147705E0,9.836590430E0
1.117344496E1,-1.577719116E-1,6.810836792E-2,9.847871246E0,9.849370478E0
1.118339396E1,-1.517843628E-1,7.170089722E-2,9.842781830E0,9.844213207E0
1.119334296E1,-1.591191101E-1,7.035369873E-2,9.845625916E0,9.847162952E0
1.120329296E1,-1.538800049E-1,7.544311523E-2,9.844278717E0,9.845770370E0
1.121324196E1,-1.570234680E-1,7.544311523E-2,9.845176849E0,9.846717993E0
1.122319096E1,-1.555265808E-1,7.349716187E-2,9.847871246E0,9.849373505E0
1.123313996E1,-1.586700439E-1,6.646179199E-2,9.836345215E0,9.837849386E0
1.124308896E1,-1.448986816E-1,7.125183105E-2,9.845775604E0,9.847099558E0
1.125303863E1,-1.483415222E-1,7.185058594E-2,9.842332764E0,9.843712813E0
1.126298763E1,-1.613644409E-1,7.304809570E-2,9.846224670E0,9.847817767E0
1.127293663E1,-1.642085266E-1,7.888595581E-2,9.850266266E0,9.851950718E0
1.128288563E1,-1.597178650E-1,7.694000244E-2,9.841734009E0,9.843330628E0
1.129283562E1,-1.574725342E-1,7.544311523E-2,9.840237122E0,9.841786213E0
1.130278463E1,-1.670526123E-1,7.244934082E-2,9.839039612E0,9.840724362E0
1.131273362E1,-1.514849854E-1,7.529342651E-2,9.841135254E0,9.842589085E0
1.132268263E1,-1.492396545E-1,7.140151978E-2,9.845326538E0,9.846716473E0
1.133263162E1,-1.580712891E-1,8.247848511E-2,9.842332764E0,9.843947555E0
1.134258163E1,-1.516346741E-1,7.664062500E-2,9.841135254E0,9.842601787E0
1.135253062E1,-1.549278259E-1,7.903564453E-2,9.838590546E0,9.840127702E0
1.136247963E1,-1.553768921E-1,7.409591675E-2,9.842033386E0,9.843538660E0
1.137242862E1,-1.450483704E-1,7.110214233E-2,9.845176849E0,9.846502005E0
1.138237863E1,-1.498384094E-1,7.319778442E-2,9.844278717E0,9.845691084E0
1.139232763E1,-1.601669312E-1,7.529342651E-2,9.843230896E0,9.844821838E0
1.140227663E1,-1.538800049E-1,7.185058594E-2,9.837842102E0,9.839307841E0
1.141222563E1,-1.523831177E-1,6.825805664E-2,9.841135254E0,9.842551644E0
1.142217463E1,-1.567240906E-1,7.738906860E-2,9.838291168E0,9.839843729E0
1.143212463E1,-1.546284485E-1,7.858657837E-2,9.843230896E0,9.844759026E0
1.144207362E1,-1.573228455E-1,7.529342651E-2,9.843829651E0,9.845374639E0
1.145202263E1,-1.580712891E-1,7.155120850E-2,9.853409729E0,9.854937311E0
1.146197162E1,-1.577719116E-1,6.780899048E-2,9.845326538E0,9.846824091E0
1.147192163E1,-1.507365417E-1,7.634124756E-2,9.840985565E0,9.842435999E0
1.148187063E1,-1.475930786E-1,7.244934082E-2,9.836644592E0,9.838018574E0
1.149181963E1,-1.612147522E-1,7.110214233E-2,9.838889923E0,9.840467501E0
1.150176863E1,-1.588197327E-1,7.170089722E-2,9.839937744E0,9.841480556E0
1.151171763E1,-1.594184875E-1,7.783813477E-2,9.828262024E0,9.829863043E0
1.152166763E1,-1.559756470E-1,7.484436035E-2,9.841284943E0,9.842805464E0
1.153161662E1,-1.531315613E-1,7.005432129E-2,9.836345215E0,9.837786543E0
1.154156563E1,-1.526824951E-1,7.604187012E-2,9.843829651E0,9.845307334E0
1.155151462E1,-1.601669312E-1,6.765930176E-2,9.846074982E0,9.847610054E0
1.156146463E1,-1.519340515E-1,6.945556641E-2,9.839788055E0,9.841206075E0
1.157141362E1,-1.529818726E-1,7.469467163E-2,9.841883698E0,9.843356006E0
1.158136263E1,-1.627116394E-1,7.364685059E-2,9.847571869E0,9.849191370E0
1.159131162E1,-1.531315613E-1,7.424560547E-2,9.839189301E0,9.840660942E0
1.160126063E1,-1.541793823E-1,7.394622803E-2,9.839189301E0,9.840675049E0
1.161121063E1,-1.615141296E-1,7.379653931E-2,9.837243347E0,9.838845939E0
1.162115963E1,-1.591191101E-1,7.244934082E-2,9.842931519E0,9.844484175E0
1.163110863E1,-1.547781372E-1,7.619155884E-2,9.842781830E0,9.844293554E0
1.164105763E1,-1.535806274E-1,6.601272583E-2,9.836045837E0,9.837466259E0
1.165100763E1,-1.576222229E-1,7.110214233E-2,9.839788055E0,9.841307294E0
1.166095662E1,-1.546284485E-1,7.110214233E-2,9.845476227E0,9.846947121E0
1.167090563E1,-1.588197327E-1,7.110214233E-2,9.846973114E0,9.848510483E0
1.168085462E1,-1.607656860E-1,7.634124756E-2,9.833950195E0,9.835560484E0
1.169080363E1,-1.549278259E-1,7.140151978E-2,9.836794281E0,9.838273351E0
1.170075363E1,-1.531315613E-1,7.888595581E-2,9.838440857E0,9.839948718E0
1.171070263E1,-1.529818726E-1,6.990463257E-2,9.833052063E0,9.834490479E0
1.172065163E1,-1.538800049E-1,6.795867920E-2,9.844877472E0,9.846314533E0
1.173060063E1,-1.538800049E-1,7.843688965E-2,9.832902374E0,9.834419175E0
1.174055063E1,-1.544787598E-1,7.918533325E-2,9.837991791E0,9.839523184E0
1.175049962E1,-1.513352966E-1,7.274871826E-2,9.844877472E0,9.846309318E0
1.176044863E1,-1.510359192E-1,7.544311523E-2,9.846823425E0,9.848270665E0
1.177039762E1,-1.556762695E-1,7.529342651E-2,9.846973114E0,9.848491443E0
1.178034663E1,-1.585203552E-1,6.810836792E-2,9.836644592E0,9.838157566E0
1.179029662E1,-1.541793823E-1,8.113128662E-2,9.837243347E0,9.838786014E0
1.180024563E1,-1.558259583E-1,7.918533325E-2,9.841284943E0,9.842837059E0
1.181019462E1,-1.540296936E-1,7.409591675E-2,9.842332764E0,9.843816820E0
1.182014363E1,-1.562750244E-1,7.259902954E-2,9.840386810E0,9.841895401E0
1.183009363E1,-1.556762695E-1,7.214996338E-2,9.844727783E0,9.846222923E0
1.184004263E1,-1.592687988E-1,7.708969116E-2,9.839488678E0,9.841079555E0
1.184999163E1,-1.582209778E-1,7.200027466E-2,9.841284943E0,9.842820086E0
1.185994063E1,-1.582209778E-1,6.960525513E-2,9.840386810E0,9.841904864E0
1.186988963E1,-1.508862305E-1,6.975494385E-2,9.837692413E0,9.839096728E0
1.187983962E1,-1.510359192E-1,7.768844604E-2,9.842781830E0,9.844247127E0
1.188978863E1,-1.486408997E-1,6.855743408E-2,9.837842102E0,9.839203802E0
1.189973762E1,-1.513352966E-1,7.035369873E-2,9.838889923E0,9.840305226E0
1.190968663E1,-1.556762695E-1,8.143066406E-2,9.843230896E0,9.844798653E0
1.191963663E1,-1.549278259E-1,7.424560547E-2,9.837991791E0,9.839491731E0
1.192958563E1,-1.442999268E-1,7.214996338E-2,9.840536499E0,9.841858903E0
1.193953463E1,-1.562750244E-1,7.619155884E-2,9.841584320E0,9.843119880E0
1.194948363E1,-1.589694214E-1,7.589218140E-2,9.843230896E0,9.844807026E0
1.195943262E1,-1.583706665E-1,7.843688965E-2,9.839189301E0,9.840776377E0
1.196938262E1,-1.541793823E-1,7.244934082E-2,9.843530273E0,9.845004237E0
1.197933163E1,-1.574725342E-1,7.095245361E-2,9.844278717E0,9.845793788E0
1.198928062E1,-1.472937012E-1,7.095245361E-2,9.841135254E0,9.842493219E0
1.199922963E1,-1.514849854E-1,7.499404907E-2,9.838291168E0,9.839743133E0
1.200917962E1,-1.624122620E-1,7.424560547E-2,9.833650818E0,9.835272165E0
1.201912863E1,-1.609153748E-1,7.574249268E-2,9.841135254E0,9.842742187E0
1.202907762E1,-1.547781372E-1,7.888595581E-2,9.845326538E0,9.846859088E0
1.203902663E1,-1.565744019E-1,7.200027466E-2,9.848919067E0,9.850426710E0
1.204897562E1,-1.613644409E-1,7.035369873E-2,9.838889923E0,9.840464575E0
1.205892563E1,-1.586700439E-1,7.753875732E-2,9.835896149E0,9.837481461E0
1.206887463E1,-1.661544800E-1,7.080276489E-2,9.840835876E0,9.842493134E0
1.207882363E1,-1.643582153E-1,7.155120850E-2,9.840237122E0,9.841869731E0
1.208877263E1,-1.637594604E-1,7.634124756E-2,9.842931519E0,9.844589683E0
1.209872262E1,-1.532812500E-1,7.394622803E-2,9.845775604E0,9.847246338E0
1.210867163E1,-1.580712891E-1,7.020401001E-2,9.855505371E0,9.857022941E0
1.211862062E1,-1.564247131E-1,7.394622803E-2,9.829609222E0,9.831131888E0
1.212856963E1,-1.561253357E-1,7.723937988E-2,9.841284943E0,9.842826340E0
1.213851963E1,-1.564247131E-1,7.544311523E-2,9.842781830E0,9.844313816E0
1.214846863E1,-1.540296936E-1,7.858657837E-2,9.838291168E0,9.839810674E0
1.215841763E1,-1.538800049E-1,6.945556641E-2,9.847422180E0,9.848869312E0
1.216836663E1,-1.535806274E-1,7.095245361E-2,9.847721558E0,9.849174642E0
1.217831562E1,-1.540296936E-1,7.723937988E-2,9.838740234E0,9.840249004E0
1.218826562E1,-1.573228455E-1,7.694000244E-2,9.849368134E0,9.850924975E0
1.219821463E1,-1.507365417E-1,6.706054688E-2,9.843230896E0,9.844613405E0
1.220816362E1,-1.562750244E-1,7.649093628E-2,9.833201752E0,9.834740944E0
1.221811263E1,-1.561253357E-1,7.574249268E-2,9.841883698E0,9.843413369E0
1.222806262E1,-1.603166199E-1,7.634124756E-2,9.843530273E0,9.845131672E0
1.223801163E1,-1.576222229E-1,7.304809570E-2,9.842482452E0,9.844015523E0
1.224796083E1,-1.579216003E-1,7.394622803E-2,9.843230896E0,9.844775353E0
1.225790983E1,-1.532812500E-1,7.424560547E-2,9.843979340E0,9.845452594E0
1.226785883E1,-1.564247131E-1,7.798782349E-2,9.840985565E0,9.842537665E0
1.227780883E1,-1.502874756E-1,7.514373779E-2,9.843679962E0,9.845113920E0
1.228775783E1,-1.576222229E-1,7.484436035E-2,9.848470001E0,9.850015625E0
1.229770683E1,-1.606159973E-1,8.382568359E-2,9.842183075E0,9.843850462E0
1.230765583E1,-1.657054138E-1,7.723937988E-2,9.846074982E0,9.847772172E0
1.231760483E1,-1.561253357E-1,7.738906860E-2,9.839488678E0,9.841031533E0
1.232755483E1,-1.532812500E-1,6.526428223E-2,9.837842102E0,9.839252603E0
1.233750383E1,-1.535806274E-1,7.185058594E-2,9.844428406E0,9.845888490E0
1.234745283E1,-1.585203552E-1,6.975494385E-2,9.852511597E0,9.854033652E0
1.235740183E1,-1.561253357E-1,7.634124756E-2,9.854607239E0,9.856139555E0
1.236735183E1,-1.534309387E-1,7.768844604E-2,9.834099884E0,9.835603544E0
1.237730083E1,-1.487905884E-1,7.140151978E-2,9.836644592E0,9.838028952E0
1.238724983E1,-1.583706665E-1,7.649093628E-2,9.840985565E0,9.842557037E0
1.239719883E1,-1.546284485E-1,8.352630615E-2,9.832453308E0,9.834023828E0
1.240714783E1,-1.651066589E-1,7.424560547E-2,9.834399261E0,9.836065344E0
1.241709783E1,-1.607656860E-1,7.634124756E-2,9.842931519E0,9.844540338E0
1.242704683E1,-1.570234680E-1,7.963439941E-2,9.846524048E0,9.848097980E0
1.243699583E1,-1.667532349E-1,7.319778442E-2,9.843979340E0,9.845663705E0
1.244694483E1,-1.532812500E-1,7.723937988E-2,9.850415955E0,9.851911263E0
1.245689483E1,-1.520837402E-1,7.469467163E-2,9.839638367E0,9.841097091E0
1.246684383E1,-1.558259583E-1,7.259902954E-2,9.840835876E0,9.842337278E0
1.247679283E1,-1.540296936E-1,6.870712280E-2,9.838141479E0,9.839587064E0
1.248674183E1,-1.565744019E-1,7.873626709E-2,9.848769379E0,9.850328584E0
1.249669083E1,-1.604663086E-1,8.083190918E-2,9.852361908E0,9.854000122E0
1.250664083E1,-1.574725342E-1,7.694000244E-2,9.842033386E0,9.843593782E0
1.251658983E1,-1.529818726E-1,7.679031372E-2,9.840536499E0,9.842025137E0
1.252653883E1,-1.610650635E-1,8.068222046E-2,9.841883698E0,9.843532206E0
1.253648783E1,-1.601669312E-1,7.933502197E-2,9.843679962E0,9.845302570E0
1.254643783E1,-1.559756470E-1,7.484436035E-2,9.841584320E0,9.843104795E0
1.255638683E1,-1.559756470E-1,7.589218140E-2,9.846374359E0,9.847902114E0
1.256633583E1,-1.577719116E-1,7.708969116E-2,9.842931519E0,9.844497736E0
1.257628483E1,-1.555265808E-1,7.484436035E-2,9.843979340E0,9.845492341E0
1.258623483E1,-1.531315613E-1,7.574249268E-2,9.837393036E0,9.838876356E0
1.259618383E1,-1.492396545E-1,7.544311523E-2,9.845027161E0,9.846447275E0
1.260613283E1,-1.472937012E-1,7.544311523E-2,9.841734009E0,9.843125286E0
1.261608183E1,-1.492396545E-1,6.780899048E-2,9.833201752E0,9.834567973E0
1.262603083E1,-1.704954529E-1,7.514373779E-2,9.833650818E0,9.835415786E0
1.263598083E1,-1.643582153E-1,6.945556641E-2,9.830806732E0,9.832425881E0
1.264592983E1,-1.601669312E-1,7.634124756E-2,9.839039612E0,9.840639304E0
1.265587883E1,-1.574725342E-1,7.858657837E-2,9.836195526E0,9.837769863E0
1.266582783E1,-1.634600830E-1,6.960525513E-2,9.833800507E0,9.835405253E0
1.267577783E1,-1.549278259E-1,6.541397095E-2,9.839039612E0,9.840476721E0
1.268572683E1,-1.562750244E-1,7.334747314E-2,9.848170624E0,9.849683567E0
1.269567583E1,-1.555265808E-1,7.364685059E-2,9.849966888E0,9.851469945E0
1.270562483E1,-1.567240906E-1,8.143066406E-2,9.844877472E0,9.846461589E0
1.271557383E1,-1.537303162E-1,7.679031372E-2,9.845476227E0,9.846975774E0
1.272552383E1,-1.516346741E-1,7.289840698E-2,9.842332764E0,9.843770694E0
1.273547283E1,-1.520837402E-1,7.439529419E-2,9.844727783E0,9.846183486E0
1.274542183E1,-1.553768921E-1,7.948471069E-2,9.837692413E0,9.839240409E0
1.275537083E1,-1.513352966E-1,7.349716187E-2,9.826914825E0,9.828354857E0
1.276532083E1,-1.580712891E-1,7.634124756E-2,9.839039612E0,9.840605418E0
1.277526983E1,-1.568737793E-1,7.349716187E-2,9.841883698E0,9.843408248E0
1.278521883E1,-1.619631958E-1,7.349716187E-2,9.848470001E0,9.850075902E0
1.279516783E1,-1.559756470E-1,8.083190918E-2,9.836943970E0,9.838512533E0
1.280511683E1,-1.597178650E-1,7.948471069E-2,9.836494904E0,9.838112604E0
1.281506683E1,-1.499880981E-1,7.110214233E-2,9.839338989E0,9.840738981E0
